cell_zid,area_peresechenia_s_admzone_kv.km,adm_zid,adm_name,okrug_name,sub_ter
87270,2.50067065,246,Филимонковское,Новомосковский административный округ,Новая Москва
87271,2.50067149,246,Филимонковское,Новомосковский административный округ,Новая Москва
87272,2.50067261,246,Филимонковское,Новомосковский административный округ,Новая Москва
87273,2.50067278,246,Филимонковское,Новомосковский административный округ,Новая Москва
87274,2.5006738399999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
87275,2.50067395,246,Филимонковское,Новомосковский административный округ,Новая Москва
87276,1.87565823,246,Филимонковское,Новомосковский административный округ,Новая Москва
87276,0.62501642,249,Московский,Новомосковский административный округ,Новая Москва
87277,2.3386826099999998,246,Филимонковское,Новомосковский административный округ,Новая Москва
87277,0.16199269,249,Московский,Новомосковский административный округ,Новая Москва
87278,1.5781389300000002,246,Филимонковское,Новомосковский административный округ,Новая Москва
87278,0.9225380400000001,249,Московский,Новомосковский административный округ,Новая Москва
87279,1.59472863,246,Филимонковское,Новомосковский административный округ,Новая Москва
87279,0.90594829,249,Московский,Новомосковский административный округ,Новая Москва
87280,1.5610292499999998,249,Московский,Новомосковский административный округ,Новая Москва
87280,0.93964825,246,Филимонковское,Новомосковский административный округ,Новая Москва
87281,2.4691093100000003,249,Московский,Новомосковский административный округ,Новая Москва
87281,0.03156911,246,Филимонковское,Новомосковский административный округ,Новая Москва
87282,2.50067874,249,Московский,Новомосковский административный округ,Новая Москва
87283,2.50067922,249,Московский,Новомосковский административный округ,Новая Москва
87284,2.39160707,249,Московский,Новомосковский административный округ,Новая Москва
87284,0.10907259,238,Сосенское,Новомосковский административный округ,Новая Москва
87285,2.1214543100000003,238,Сосенское,Новомосковский административный округ,Новая Москва
87285,0.37922668,249,Московский,Новомосковский административный округ,Новая Москва
87286,2.50068046,238,Сосенское,Новомосковский административный округ,Новая Москва
87287,2.50068081,238,Сосенское,Новомосковский административный округ,Новая Москва
87288,2.5006811300000003,238,Сосенское,Новомосковский административный округ,Новая Москва
87289,2.50068142,238,Сосенское,Новомосковский административный округ,Новая Москва
87290,2.50068168,238,Сосенское,Новомосковский административный округ,Новая Москва
87291,2.5006825200000002,238,Сосенское,Новомосковский административный округ,Новая Москва
87292,2.50068211,238,Сосенское,Новомосковский административный округ,Новая Москва
87293,2.50068259,238,Сосенское,Новомосковский административный округ,Новая Москва
87294,2.50068242,238,Сосенское,Новомосковский административный округ,Новая Москва
87295,2.50068268,238,Сосенское,Новомосковский административный округ,Новая Москва
87296,2.50068291,238,Сосенское,Новомосковский административный округ,Новая Москва
87297,2.5006829500000003,238,Сосенское,Новомосковский административный округ,Новая Москва
87298,2.50068449,238,Сосенское,Новомосковский административный округ,Новая Москва
87299,2.50068234,238,Сосенское,Новомосковский административный округ,Новая Москва
87300,2.50068336,238,Сосенское,Новомосковский административный округ,Новая Москва
87301,2.50068191,238,Сосенское,Новомосковский административный округ,Новая Москва
87302,2.5006830300000003,238,Сосенское,Новомосковский административный округ,Новая Москва
87303,2.50068258,238,Сосенское,Новомосковский административный округ,Новая Москва
87304,1.28422315,238,Сосенское,Новомосковский административный округ,Новая Москва
87304,1.21645957,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
87305,2.09716288,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
87305,0.40351842,38,Ясенево,Юго-Западный административный округ,Старая Москва
87306,1.45063073,38,Ясенево,Юго-Западный административный округ,Старая Москва
87306,1.05005156,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
87307,1.96600551,38,Ясенево,Юго-Западный административный округ,Старая Москва
87307,0.33986428999999996,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
87307,0.19481100999999998,62,Чертаново Южное,Южный административный округ,Старая Москва
87308,2.37048567,62,Чертаново Южное,Южный административный округ,Старая Москва
87308,0.13019607,38,Ясенево,Юго-Западный административный округ,Старая Москва
87309,2.50068111,62,Чертаново Южное,Южный административный округ,Старая Москва
87310,2.50068015,62,Чертаново Южное,Южный административный округ,Старая Москва
87311,2.50068037,62,Чертаново Южное,Южный административный округ,Старая Москва
87312,2.3289136999999998,62,Чертаново Южное,Южный административный округ,Старая Москва
87312,0.17176655999999998,77,Бирюлево Западное,Южный административный округ,Старая Москва
87313,2.5006785999999996,77,Бирюлево Западное,Южный административный округ,Старая Москва
87314,2.50067934,77,Бирюлево Западное,Южный административный округ,Старая Москва
87315,2.50067884,77,Бирюлево Западное,Южный административный округ,Старая Москва
87316,2.50067708,77,Бирюлево Западное,Южный административный округ,Старая Москва
87317,2.50067712,77,Бирюлево Западное,Южный административный округ,Старая Москва
87318,1.63957076,77,Бирюлево Западное,Южный административный округ,Старая Москва
87318,0.86110576,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87319,2.50067467,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87320,2.5006752299999997,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87321,2.50067393,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87322,2.50067321,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87323,2.50067337,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87324,1.8816096,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87848,2.50064234,227,Марушкинское,Новомосковский административный округ,Новая Москва
87849,2.50064404,227,Марушкинское,Новомосковский административный округ,Новая Москва
87850,2.50064586,227,Марушкинское,Новомосковский административный округ,Новая Москва
87851,2.50064735,227,Марушкинское,Новомосковский административный округ,Новая Москва
87852,2.50064881,227,Марушкинское,Новомосковский административный округ,Новая Москва
87853,2.50065039,227,Марушкинское,Новомосковский административный округ,Новая Москва
87854,2.48667801,227,Марушкинское,Новомосковский административный округ,Новая Москва
87854,0.01397377,232,Кокошкино,Новомосковский административный округ,Новая Москва
87855,2.2070473,232,Кокошкино,Новомосковский административный округ,Новая Москва
87855,0.29360539,227,Марушкинское,Новомосковский административный округ,Новая Москва
87856,2.5006543299999997,232,Кокошкино,Новомосковский административный округ,Новая Москва
87857,2.50065502,232,Кокошкино,Новомосковский административный округ,Новая Москва
87858,2.4548648600000003,232,Кокошкино,Новомосковский административный округ,Новая Москва
87858,0.04579174,227,Марушкинское,Новомосковский административный округ,Новая Москва
87859,1.52084127,227,Марушкинское,Новомосковский административный округ,Новая Москва
87859,0.9798167200000001,232,Кокошкино,Новомосковский административный округ,Новая Москва
87860,2.50065935,227,Марушкинское,Новомосковский административный округ,Новая Москва
87861,2.50066023,227,Марушкинское,Новомосковский административный округ,Новая Москва
87862,2.5006618400000002,227,Марушкинское,Новомосковский административный округ,Новая Москва
87863,2.50066311,227,Марушкинское,Новомосковский административный округ,Новая Москва
87864,2.50066389,227,Марушкинское,Новомосковский административный округ,Новая Москва
87865,2.50066495,227,Марушкинское,Новомосковский административный округ,Новая Москва
87866,0.57684756,227,Марушкинское,Новомосковский административный округ,Новая Москва
87866,1.92381873,7,Внуково,Западный административный округ,Старая Москва
87867,2.50066713,7,Внуково,Западный административный округ,Старая Москва
87868,2.50066794,7,Внуково,Западный административный округ,Старая Москва
87869,0.06736776,227,Марушкинское,Новомосковский административный округ,Новая Москва
87869,0.00385012,246,Филимонковское,Новомосковский административный округ,Новая Москва
87869,2.42945075,7,Внуково,Западный административный округ,Старая Москва
87870,0.00856851,227,Марушкинское,Новомосковский административный округ,Новая Москва
87870,0.9642933199999999,246,Филимонковское,Новомосковский административный округ,Новая Москва
87870,1.5278064000000002,7,Внуково,Западный административный округ,Старая Москва
87871,2.1368571100000002,246,Филимонковское,Новомосковский административный округ,Новая Москва
87871,0.36287489,7,Внуково,Западный административный округ,Старая Москва
87872,2.50067088,246,Филимонковское,Новомосковский административный округ,Новая Москва
87873,2.5006720000000002,246,Филимонковское,Новомосковский административный округ,Новая Москва
87874,2.50067278,246,Филимонковское,Новомосковский административный округ,Новая Москва
87875,2.0725662899999997,246,Филимонковское,Новомосковский административный округ,Новая Москва
87875,0.42810815,249,Московский,Новомосковский административный округ,Новая Москва
87876,1.58749177,249,Московский,Новомосковский административный округ,Новая Москва
87876,0.9131828200000001,246,Филимонковское,Новомосковский административный округ,Новая Москва
87877,2.48966457,249,Московский,Новомосковский административный округ,Новая Москва
87877,0.011010740000000001,246,Филимонковское,Новомосковский административный округ,Новая Москва
87878,1.4289463,249,Московский,Новомосковский административный округ,Новая Москва
87878,1.0717295,246,Филимонковское,Новомосковский административный округ,Новая Москва
87879,2.4199656899999997,249,Московский,Новомосковский административный округ,Новая Москва
87879,0.08071136000000001,246,Филимонковское,Новомосковский административный округ,Новая Москва
87880,2.48750053,249,Московский,Новомосковский административный округ,Новая Москва
87880,0.01317717,246,Филимонковское,Новомосковский административный округ,Новая Москва
87881,2.5006774,249,Московский,Новомосковский административный округ,Новая Москва
87882,2.50067854,249,Московский,Новомосковский административный округ,Новая Москва
87883,2.50067874,249,Московский,Новомосковский административный округ,Новая Москва
87884,2.50067891,249,Московский,Новомосковский административный округ,Новая Москва
87885,2.50067905,249,Московский,Новомосковский административный округ,Новая Москва
87886,1.99199459,249,Московский,Новомосковский административный округ,Новая Москва
87886,0.5086857,238,Сосенское,Новомосковский административный округ,Новая Москва
87887,2.50002126,238,Сосенское,Новомосковский административный округ,Новая Москва
87887,0.0006586,249,Московский,Новомосковский административный округ,Новая Москва
87888,2.5006801999999997,238,Сосенское,Новомосковский административный округ,Новая Москва
87889,2.50068052,238,Сосенское,Новомосковский административный округ,Новая Москва
87890,2.50068081,238,Сосенское,Новомосковский административный округ,Новая Москва
87891,2.5006810699999997,238,Сосенское,Новомосковский административный округ,Новая Москва
87892,2.50068191,238,Сосенское,Новомосковский административный округ,Новая Москва
87893,2.5006815,238,Сосенское,Новомосковский административный округ,Новая Москва
87894,2.50068198,238,Сосенское,Новомосковский административный округ,Новая Москва
87895,2.50068181,238,Сосенское,Новомосковский административный округ,Новая Москва
87896,2.50068192,238,Сосенское,Новомосковский административный округ,Новая Москва
87897,2.50068199,238,Сосенское,Новомосковский административный округ,Новая Москва
87898,2.50068204,238,Сосенское,Новомосковский административный округ,Новая Москва
87899,2.50068358,238,Сосенское,Новомосковский административный округ,Новая Москва
87900,2.50068143,238,Сосенское,Новомосковский административный округ,Новая Москва
87901,2.5006826,238,Сосенское,Новомосковский административный округ,Новая Москва
87902,2.48349062,238,Сосенское,Новомосковский административный округ,Новая Москва
87902,0.017190689999999998,38,Ясенево,Юго-Западный административный округ,Старая Москва
87903,2.28088319,238,Сосенское,Новомосковский административный округ,Новая Москва
87903,0.21979922999999998,38,Ясенево,Юго-Западный административный округ,Старая Москва
87904,1.47189005,238,Сосенское,Новомосковский административный округ,Новая Москва
87904,1.02879192,38,Ясенево,Юго-Западный административный округ,Старая Москва
87905,0.29712679,238,Сосенское,Новомосковский административный округ,Новая Москва
87905,1.95897413,38,Ясенево,Юго-Западный административный округ,Старая Москва
87905,0.24458118999999998,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
87906,2.49193056,38,Ясенево,Юго-Западный административный округ,Старая Москва
87906,0.00875013,51,Северное Бутово,Юго-Западный административный округ,Старая Москва
87907,2.50068168,38,Ясенево,Юго-Западный административный округ,Старая Москва
87908,2.5006801999999997,38,Ясенево,Юго-Западный административный округ,Старая Москва
87909,1.96941109,62,Чертаново Южное,Южный административный округ,Старая Москва
87909,0.53127003,38,Ясенево,Юго-Западный административный округ,Старая Москва
87910,2.5006805,62,Чертаново Южное,Южный административный округ,Старая Москва
87911,2.50067999,62,Чертаново Южное,Южный административный округ,Старая Москва
87912,2.5006793,62,Чертаново Южное,Южный административный округ,Старая Москва
87913,2.48635499,62,Чертаново Южное,Южный административный округ,Старая Москва
87913,0.014324960000000001,77,Бирюлево Западное,Южный административный округ,Старая Москва
87914,2.43351636,77,Бирюлево Западное,Южный административный округ,Старая Москва
87914,0.06716224,62,Чертаново Южное,Южный административный округ,Старая Москва
87915,2.50067934,77,Бирюлево Западное,Южный административный округ,Старая Москва
87916,2.50067884,77,Бирюлево Западное,Южный административный округ,Старая Москва
87917,2.50067708,77,Бирюлево Западное,Южный административный округ,Старая Москва
87918,2.50067743,77,Бирюлево Западное,Южный административный округ,Старая Москва
87919,1.5455215599999998,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87919,0.95515557,77,Бирюлево Западное,Южный административный округ,Старая Москва
87920,2.50067528,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87921,2.50067584,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87922,2.50067515,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87923,2.50067321,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87924,2.50067338,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87925,2.50067198,90,Бирюлево Восточное,Южный административный округ,Старая Москва
87926,2.40010754,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88449,2.0738887,227,Марушкинское,Новомосковский административный округ,Новая Москва
88450,2.50064435,227,Марушкинское,Новомосковский административный округ,Новая Москва
88451,2.50064647,227,Марушкинское,Новомосковский административный округ,Новая Москва
88452,2.50064735,227,Марушкинское,Новомосковский административный округ,Новая Москва
88453,2.5006485,227,Марушкинское,Новомосковский административный округ,Новая Москва
88454,2.50064962,227,Марушкинское,Новомосковский административный округ,Новая Москва
88455,2.21124331,227,Марушкинское,Новомосковский административный округ,Новая Москва
88455,0.28940787,232,Кокошкино,Новомосковский административный округ,Новая Москва
88456,2.24100979,232,Кокошкино,Новомосковский административный округ,Новая Москва
88456,0.25964305,227,Марушкинское,Новомосковский административный округ,Новая Москва
88457,2.50065463,232,Кокошкино,Новомосковский административный округ,Новая Москва
88458,2.50065594,232,Кокошкино,Новомосковский административный округ,Новая Москва
88459,2.49401911,232,Кокошкино,Новомосковский административный округ,Новая Москва
88459,0.00663779,227,Марушкинское,Новомосковский административный округ,Новая Москва
88460,2.13774209,227,Марушкинское,Новомосковский административный округ,Новая Москва
88460,0.36291621,232,Кокошкино,Новомосковский административный округ,Новая Москва
88461,2.50065951,227,Марушкинское,Новомосковский административный округ,Новая Москва
88462,2.50066038,227,Марушкинское,Новомосковский административный округ,Новая Москва
88463,2.50066138,227,Марушкинское,Новомосковский административный округ,Новая Москва
88464,2.50066311,227,Марушкинское,Новомосковский административный округ,Новая Москва
88465,2.50066359,227,Марушкинское,Новомосковский административный округ,Новая Москва
88466,2.50066449,227,Марушкинское,Новомосковский административный округ,Новая Москва
88467,1.15595579,227,Марушкинское,Новомосковский административный округ,Новая Москва
88467,1.34471017,7,Внуково,Западный административный округ,Старая Москва
88468,2.5006666699999998,7,Внуково,Западный административный округ,Старая Москва
88469,2.50066733,7,Внуково,Западный административный округ,Старая Москва
88470,2.50066918,7,Внуково,Западный административный округ,Старая Москва
88471,2.50066978,7,Внуково,Западный административный округ,Старая Москва
88472,0.02569496,246,Филимонковское,Новомосковский административный округ,Новая Москва
88472,2.47467595,7,Внуково,Западный административный округ,Старая Москва
88473,0.78932356,246,Филимонковское,Новомосковский административный округ,Новая Москва
88473,1.71030172,7,Внуково,Западный административный округ,Старая Москва
88474,1.89823971,246,Филимонковское,Новомосковский административный округ,Новая Москва
88474,0.60233271,7,Внуково,Западный административный округ,Старая Москва
88475,2.5002895,246,Филимонковское,Новомосковский административный округ,Новая Москва
88475,0.00038357999999999996,7,Внуково,Западный административный округ,Старая Москва
88476,1.76289868,246,Филимонковское,Новомосковский административный округ,Новая Москва
88476,0.7377755199999999,249,Московский,Новомосковский административный округ,Новая Москва
88477,2.447496,249,Московский,Новомосковский административный округ,Новая Москва
88477,0.05317886,246,Филимонковское,Новомосковский административный округ,Новая Москва
88478,2.50067495,249,Московский,Новомосковский административный округ,Новая Москва
88479,2.5006753,249,Московский,Новомосковский административный округ,Новая Москва
88480,2.50067593,249,Московский,Новомосковский административный округ,Новая Москва
88481,2.50067744,249,Московский,Новомосковский административный округ,Новая Москва
88482,2.5006764799999996,249,Московский,Новомосковский административный округ,Новая Москва
88483,2.50067824,249,Московский,Новомосковский административный округ,Новая Москва
88484,2.50067813,249,Московский,Новомосковский административный округ,Новая Москва
88485,2.50067891,249,Московский,Новомосковский административный округ,Новая Москва
88486,2.50067966,249,Московский,Новомосковский административный округ,Новая Москва
88487,2.4945110699999997,249,Московский,Новомосковский административный округ,Новая Москва
88487,0.0061699300000000006,238,Сосенское,Новомосковский административный округ,Новая Москва
88488,2.4825472200000003,238,Сосенское,Новомосковский административный округ,Новая Москва
88488,0.018133240000000002,249,Московский,Новомосковский административный округ,Новая Москва
88489,2.50068081,238,Сосенское,Новомосковский административный округ,Новая Москва
88490,2.5006811300000003,238,Сосенское,Новомосковский административный округ,Новая Москва
88491,2.50068142,238,Сосенское,Новомосковский административный округ,Новая Москва
88492,2.50068169,238,Сосенское,Новомосковский административный округ,Новая Москва
88493,2.50068253,238,Сосенское,Новомосковский административный округ,Новая Москва
88494,2.50068211,238,Сосенское,Новомосковский административный округ,Новая Москва
88495,2.50068259,238,Сосенское,Новомосковский административный округ,Новая Москва
88496,2.50068242,238,Сосенское,Новомосковский административный округ,Новая Москва
88497,2.50068253,238,Сосенское,Новомосковский административный округ,Новая Москва
88498,2.5006826,238,Сосенское,Новомосковский административный округ,Новая Москва
88499,2.5006826500000003,238,Сосенское,Новомосковский административный округ,Новая Москва
88500,2.50068419,238,Сосенское,Новомосковский административный округ,Новая Москва
88501,2.50068204,238,Сосенское,Новомосковский административный округ,Новая Москва
88502,2.17536971,238,Сосенское,Новомосковский административный округ,Новая Москва
88502,0.32531351,38,Ясенево,Юго-Западный административный округ,Старая Москва
88503,1.0076291400000001,238,Сосенское,Новомосковский административный округ,Новая Москва
88503,1.49305277,38,Ясенево,Юго-Западный административный округ,Старая Москва
88504,0.028712770000000002,238,Сосенское,Новомосковский административный округ,Новая Москва
88504,2.47197026,38,Ясенево,Юго-Западный административный округ,Старая Москва
88505,2.50068258,38,Ясенево,Юго-Западный административный округ,Старая Москва
88506,2.50068272,38,Ясенево,Юго-Западный административный округ,Старая Москва
88507,2.5006813,38,Ясенево,Юго-Западный административный округ,Старая Москва
88508,2.50068229,38,Ясенево,Юго-Западный административный округ,Старая Москва
88509,2.50068081,38,Ясенево,Юго-Западный административный округ,Старая Москва
88510,1.7488500399999998,62,Чертаново Южное,Южный административный округ,Старая Москва
88510,0.7518317,38,Ясенево,Юго-Западный административный округ,Старая Москва
88511,2.50068111,62,Чертаново Южное,Южный административный округ,Старая Москва
88512,2.50068106,62,Чертаново Южное,Южный административный округ,Старая Москва
88513,2.5006794599999997,62,Чертаново Южное,Южный административный округ,Старая Москва
88514,2.5006799600000003,62,Чертаново Южное,Южный административный округ,Старая Москва
88515,1.67655358,77,Бирюлево Западное,Южный административный округ,Старая Москва
88515,0.8241244,62,Чертаново Южное,Южный административный округ,Старая Москва
88516,2.5006787299999997,77,Бирюлево Западное,Южный административный округ,Старая Москва
88517,2.50067823,77,Бирюлево Западное,Южный административный округ,Старая Москва
88518,2.50067647,77,Бирюлево Западное,Южный административный округ,Старая Москва
88519,2.46018902,77,Бирюлево Западное,Южный административный округ,Старая Москва
88519,0.04048779,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88520,2.30728398,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88520,0.19339254,77,Бирюлево Западное,Южный административный округ,Старая Москва
88521,2.50067498,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88522,2.50067584,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88523,2.50067515,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88524,2.50067321,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88525,2.50067368,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88526,2.5006725899999998,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88527,2.49280073,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88527,0.00787014,104,Орехово-Борисово Южное,Южный административный округ,Старая Москва
88528,1.83551535,104,Орехово-Борисово Южное,Южный административный округ,Старая Москва
88528,0.6651558900000001,90,Бирюлево Восточное,Южный административный округ,Старая Москва
88529,2.19131833,104,Орехово-Борисово Южное,Южный административный округ,Старая Москва
89049,2.50064435,227,Марушкинское,Новомосковский административный округ,Новая Москва
89050,2.50064556,227,Марушкинское,Новомосковский административный округ,Новая Москва
89051,2.50064705,227,Марушкинское,Новомосковский административный округ,Новая Москва
89052,2.5006485,227,Марушкинское,Новомосковский административный округ,Новая Москва
89053,1.3579031700000002,227,Марушкинское,Новомосковский административный округ,Новая Москва
89053,1.14274706,232,Кокошкино,Новомосковский административный округ,Новая Москва
89054,2.43381672,232,Кокошкино,Новомосковский административный округ,Новая Москва
89054,0.06683491,227,Марушкинское,Новомосковский административный округ,Новая Москва
89055,2.5006532999999997,232,Кокошкино,Новомосковский административный округ,Новая Москва
89056,2.5006543299999997,232,Кокошкино,Новомосковский административный округ,Новая Москва
89057,2.5006559299999997,232,Кокошкино,Новомосковский административный округ,Новая Москва
89058,2.50065629,232,Кокошкино,Новомосковский административный округ,Новая Москва
89059,1.94811215,232,Кокошкино,Новомосковский административный округ,Новая Москва
89059,0.55254539,227,Марушкинское,Новомосковский административный округ,Новая Москва
89060,1.8997241200000001,227,Марушкинское,Новомосковский административный округ,Новая Москва
89060,0.60093493,232,Кокошкино,Новомосковский административный округ,Новая Москва
89061,2.4859658,227,Марушкинское,Новомосковский административный округ,Новая Москва
89061,0.01469488,7,Внуково,Западный административный округ,Старая Москва
89062,2.27532396,227,Марушкинское,Новомосковский административный округ,Новая Москва
89062,0.22533734,7,Внуково,Западный административный округ,Старая Москва
89063,2.50066311,227,Марушкинское,Новомосковский административный округ,Новая Москва
89064,2.50066359,227,Марушкинское,Новомосковский административный округ,Новая Москва
89065,2.5006648,227,Марушкинское,Новомосковский административный округ,Новая Москва
89066,2.04534455,227,Марушкинское,Новомосковский административный округ,Новая Москва
89066,0.4553214,7,Внуково,Западный административный округ,Старая Москва
89067,0.06602031,227,Марушкинское,Новомосковский административный округ,Новая Москва
89067,2.43464682,7,Внуково,Западный административный округ,Старая Москва
89068,2.50066809,7,Внуково,Западный административный округ,Старая Москва
89069,2.50066918,7,Внуково,Западный административный округ,Старая Москва
89070,2.50067008,7,Внуково,Западный административный округ,Старая Москва
89071,2.50067065,7,Внуково,Западный административный округ,Старая Москва
89072,2.5006711900000003,7,Внуково,Западный административный округ,Старая Москва
89073,2.50067185,7,Внуково,Западный административный округ,Старая Москва
89074,0.54431361,246,Филимонковское,Новомосковский административный округ,Новая Москва
89074,1.9562321100000002,7,Внуково,Западный административный округ,Старая Москва
89075,1.6685952400000001,246,Филимонковское,Новомосковский административный округ,Новая Москва
89075,0.8315396,7,Внуково,Западный административный округ,Старая Москва
89076,1.39348082,246,Филимонковское,Новомосковский административный округ,Новая Москва
89076,1.08896379,249,Московский,Новомосковский административный округ,Новая Москва
89076,0.01812257,7,Внуково,Западный административный округ,Старая Москва
89077,2.50067494,249,Московский,Новомосковский административный округ,Новая Москва
89078,2.50067591,249,Московский,Новомосковский административный округ,Новая Москва
89079,2.50067654,249,Московский,Новомосковский административный округ,Новая Москва
89080,2.50067805,249,Московский,Новомосковский административный округ,Новая Москва
